避難場所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
馬橋公園,131156,東京都,杉並区,東京都杉並区高円寺北4-35-5,35.709625,139.643775
塚山公園,131156,東京都,杉並区,東京都杉並区下高井戸5-23-12,35.675438,139.624994
荻窪地域区民センター,131156,東京都,杉並区,東京都杉並区荻窪2-34-20,35.698512,139.618977
杉並会館,131156,東京都,杉並区,東京都杉並区上荻3-29-5,35.710461,139.607793
久我山会館,131156,東京都,杉並区,東京都杉並区久我山3-23-20,35.686586,139.599613
下高井戸おおぞら公園,131156,東京都,杉並区,東京都杉並区下高井戸2-28-23,35.671213,139.637230
高井戸地域区民センター,131156,東京都,杉並区,東京都杉並区高井戸東3-7-5,35.683634,139.616582
西荻地域区民センター,131156,東京都,杉並区,東京都杉並区桃井4-3-2,35.712586,139.602187
阿佐谷地域区民センター,131156,東京都,杉並区,東京都杉並区阿佐谷南1-47-17,35.704015,139.637489
高円寺地域区民センター,131156,東京都,杉並区,東京都杉並区梅里1-22-32,35.696998,139.653930
永福和泉地域区民センター,131156,東京都,杉並区,東京都杉並区和泉3-8-18,35.675699,139.645966
井草地域区民センター,131156,東京都,杉並区,東京都杉並区下井草5-7-22,35.720702,139.616525
仰高小学校,131164,東京都,豊島区,東京都豊島区駒込5ー1?19,35.736529,139.738448
駒込小学校,131164,東京都,豊島区,東京都豊島区駒込3-13-1,35.738494,139.743130
巣鴨小学校,131164,東京都,豊島区,東京都豊島区南大塚1-24-10,35.728636,139.734750
清和小学校,131164,東京都,豊島区,東京都豊島区巣鴨3-14-1,35.735844,139.732935
西巣鴨小学校,131164,東京都,豊島区,東京都豊島区西巣鴨1-27-1,35.738403,139.726413
豊成小学校,131164,東京都,豊島区,東京都豊島区上池袋1-18-24,35.734866,139.721982
朋有小学校,131164,東京都,豊島区,東京都豊島区東池袋4-40-1,35.728846,139.723529
朝日小学校,131164,東京都,豊島区,東京都豊島区巣鴨5-33-1,35.741105,139.733453
池袋第一小学校,131164,東京都,豊島区,東京都豊島区上池袋4-28-1,35.741489,139.718860
池袋小学校,131164,東京都,豊島区,東京都豊島区池袋4-23-8,35.737899,139.709501
目白小学校,131164,東京都,豊島区,東京都豊島区目白2-11-6,35.720792,139.709337
長崎小学校,131164,東京都,豊島区,東京都豊島区長崎2-6-3,35.728605,139.690184
要小学校,131164,東京都,豊島区,東京都豊島区要町2-3-20,35.734115,139.693623
椎名町小学校,131164,東京都,豊島区,東京都豊島区南長崎4-30-5,35.726715,139.685857
高松小学校,131164,東京都,豊島区,東京都豊島区高松2-57-22,35.739561,139.697290
千早小学校,131164,東京都,豊島区,東京都豊島区千早3-33-5,35.735021,139.687130
富士見台小学校,131164,東京都,豊島区,東京都豊島区南長崎1-10-5,35.724679,139.693111
高南小学校,131164,東京都,豊島区,東京都豊島区高田2-12-7,35.716460,139.713907
南池袋小学校,131164,東京都,豊島区,東京都豊島区南池袋3-18-12,35.724339,139.714857
さくら小学校,131164,東京都,豊島区,東京都豊島区長崎6-16-1,35.736021,139.680061
旧文成小学校（池袋第一小学校仮校舎）,131164,東京都,豊島区,東京都豊島区池袋本町4-36-1,35.744267,139.714485
池袋第三小学校,131164,東京都,豊島区,東京都豊島区西池袋3-14-3,35.728442,139.702876
駒込中学校,131164,東京都,豊島区,東京都豊島区駒込4-5-1,35.735881,139.741920
巣鴨北中学校,131164,東京都,豊島区,東京都豊島区西巣鴨3-17-1,35.741366,139.729028
西巣鴨中学校,131164,東京都,豊島区,東京都豊島区南大塚3-18-1,35.728946,139.727304
千川中学校,131164,東京都,豊島区,東京都豊島区高松1-9-21,35.736019,139.700410
西池袋中学校,131164,東京都,豊島区,東京都豊島区西池袋4-7-1,35.727636,139.699954
千登世橋中学校,131164,東京都,豊島区,東京都豊島区目白2-11-6,35.717126,139.711726
明豊中学校,131164,東京都,豊島区,東京都豊島区長崎5-31-29,35.735723,139.684505
池袋本町小学校・池袋中学校（連携校）,131164,東京都,豊島区,東京都豊島区池袋本町1-43-1,35.740768,139.714406
西部区民事務所,131164,東京都,豊島区,東京都豊島区千早2-39-16,35.735776,139.691126
豊島体育館,131164,東京都,豊島区,東京都豊島区要町3-47-8,35.740068,139.689474
南長崎スポーツ公園,131164,東京都,豊島区,東京都豊島区南長崎4-13-5,35.724461,139.683729
みらい館大明,131164,東京都,豊島区,東京都豊島区池袋3-30-8,35.735646,139.704530
旧真和中学校,131164,東京都,豊島区,東京都豊島区目白5-24-12,35.725485,139.697133
第六瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住1-4-11,35.733175,139.789219
瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住1-51-1,35.734917,139.791035
石浜ふれあい館,131181,東京都,荒川区,東京都荒川区南千住3-28-2,35.731301,139.806454
第二瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住5-8-1,35.733556,139.794525
南千住ふれあい館,131181,東京都,荒川区,東京都荒川区南千住6-36-13,35.738172,139.791040
南千住駅前ふれあい館,131181,東京都,荒川区,東京都荒川区南千住7-1-1,35.733205,139.798309
第三瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住7-9-1,35.735615,139.798700
南千住第二中学校,131181,東京都,荒川区,東京都荒川区南千住7-25-1,35.736128,139.799676
汐入ふれあい館,131181,東京都,荒川区,東京都荒川区南千住8-2-2,35.734517,139.807037
汐入小学校,131181,東京都,荒川区,東京都荒川区南千住8-2-3,35.735143,139.807227
汐入東小学校,131181,東京都,荒川区,東京都荒川区南千住8-9-3,35.738950,139.811625
第三中学校,131181,東京都,荒川区,東京都荒川区南千住8-10-1,35.737841,139.811259
第一中学校,131181,東京都,荒川区,東京都荒川区荒川1-30-1,35.734498,139.787752
第三峡田小学校,131181,東京都,荒川区,東京都荒川区荒川1-43-1,35.733560,139.786082
第二峡田小学校,131181,東京都,荒川区,東京都荒川区荒川2-30-1,35.738546,139.782497
峡田ふれあい館,131181,東京都,荒川区,東京都荒川区荒川3-3-10,35.733795,139.784091
生涯学習･教育ｾﾝﾀー,131181,東京都,荒川区,東京都荒川区荒川3-49-1,35.734734,139.780116
峡田小学校,131181,東京都,荒川区,東京都荒川区荒川3-77-1,35.736346,139.777310
花の木ひろば館,131181,東京都,荒川区,東京都荒川区荒川5-50-5,35.740190,139.774773
第九峡田小学校,131181,東京都,荒川区,東京都荒川区荒川6-8-1,35.742441,139.779499
第四中学校,131181,東京都,荒川区,東京都荒川区荒川6-57-1,35.741247,139.775560
荒川山吹ふれあい館,131181,東京都,荒川区,東京都荒川区荒川7-6-8,35.742546,139.784023
町屋ふれあい館,131181,東京都,荒川区,東京都荒川区町屋1-35-8,35.744088,139.785824
第五中学校,131181,東京都,荒川区,東京都荒川区町屋1-37-16,35.744473,139.787328
第四峡田小学校,131181,東京都,荒川区,東京都荒川区町屋2-11-6,35.744951,139.780005
第五峡田小学校,131181,東京都,荒川区,東京都荒川区町屋3-17-24,35.748273,139.781599
大門小学校,131181,東京都,荒川区,東京都荒川区町屋4-27-8,35.749020,139.777110
原中学校,131181,東京都,荒川区,東京都荒川区町屋5-12-6,35.751075,139.779438
荒木田ふれあい館,131181,東京都,荒川区,東京都荒川区町屋6-13-2,35.750406,139.783399
第七峡田小学校,131181,東京都,荒川区,東京都荒川区町屋8-19-12,35.748338,139.787807
第九中学校,131181,東京都,荒川区,東京都荒川区東尾久2-23-5,35.743212,139.772874
赤土小学校,131181,東京都,荒川区,東京都荒川区東尾久2-43-9,35.743209,139.769642
東尾久ひろば館,131181,東京都,荒川区,東京都荒川区東尾久3-5-3,35.744539,139.773711
尾久小学校,131181,東京都,荒川区,東京都荒川区東尾久5-6-7,35.747275,139.768811
男女平等推進センター,131181,東京都,荒川区,東京都荒川区東尾久5-9-3,35.748244,139.768871
尾久宮前小学校,131181,東京都,荒川区,東京都荒川区西尾久1-4-17,35.746006,139.764603
尾久ふれあい館,131181,東京都,荒川区,東京都荒川区西尾久2-25-13,35.750208,139.763400
尾久八幡中学校,131181,東京都,荒川区,東京都荒川区西尾久3-13-1,35.753188,139.763883
第七中学校,131181,東京都,荒川区,東京都荒川区西尾久4-30-28,35.746484,139.758105
尾久西小学校,131181,東京都,荒川区,東京都荒川区西尾久5-27-12,35.750244,139.758432
尾久第六小学校,131181,東京都,荒川区,東京都荒川区西尾久8-26-9,35.751799,139.754546
西尾久ふれあい館,131181,東京都,荒川区,東京都荒川区西尾久8-33-31,35.751598,139.753454
第三日暮里小学校,131181,東京都,荒川区,東京都荒川区東日暮里3-10-17,35.728858,139.781392
夕やけこやけふれあい館,131181,東京都,荒川区,東京都荒川区東日暮里3-11-19,35.729964,139.781378
第二日暮里小学校,131181,東京都,荒川区,東京都荒川区東日暮里5-2-1,35.728401,139.778240
竹台高等学校,131181,東京都,荒川区,東京都荒川区東日暮里5-14-1,35.726120,139.777845
日暮里ひろば館,131181,東京都,荒川区,東京都荒川区西日暮里2-10-9,35.731119,139.772870
ひぐらし小学校,131181,東京都,荒川区,東京都荒川区西日暮里2-32-5,35.731341,139.772516
西日暮里二丁目ひろば館,131181,東京都,荒川区,東京都荒川区西日暮里2-32-25,35.731885,139.772272
諏訪台中学校,131181,東京都,荒川区,東京都荒川区西日暮里2-36-8,35.732574,139.771740
諏訪台ひろば館,131181,東京都,荒川区,東京都荒川区西日暮里3-3-12,35.729621,139.767582
第一日暮里小学校,131181,東京都,荒川区,東京都荒川区西日暮里3-7-15,35.730688,139.766213
西日暮里ふれあい館,131181,東京都,荒川区,東京都荒川区西日暮里6-24-4,35.736279,139.770781
第六日暮里小学校,131181,東京都,荒川区,東京都荒川区西日暮里6-35-16,35.735396,139.769827
日暮里サニーホール,131181,東京都,荒川区,東京都荒川区東日暮里5-50-5,35.727901,139.773224
ゆいの森あらかわ,131181,東京都,荒川区,東京都荒川区荒川2-50-1,35.739521,139.784164
荒川工業高等学校,131181,東京都,荒川区,東京都荒川区南千住6-42-1,35.737664,139.792235
板橋第二小学校,131199,東京都,板橋区,東京都板橋区板橋2-52-1,35.748978,139.710429
板橋第四小学校,131199,東京都,板橋区,東京都板橋区板橋4-9-13,35.749817,139.716459
金沢小学校,131199,東京都,板橋区,東京都板橋区加賀2-2-1,35.754991,139.715340
板橋第一中学校,131199,東京都,板橋区,東京都板橋区大山東町50-1,35.750448,139.704703
板橋第五中学校,131199,東京都,板橋区,東京都板橋区板橋4-49-3,35.752431,139.719575
板橋第五小学校,131199,東京都,板橋区,東京都板橋区中丸町19-1,35.741778,139.704937
板橋第七小学校,131199,東京都,板橋区,東京都板橋区大山金井町31-1,35.745592,139.704647
板橋第一小学校,131199,東京都,板橋区,東京都板橋区氷川町13-1,35.753807,139.707650
中根橋小学校,131199,東京都,板橋区,東京都板橋区栄町14-1,35.756124,139.701060
加賀小学校,131199,東京都,板橋区,東京都板橋区稲荷台23-1,35.761401,139.710176
板橋第三中学校,131199,東京都,板橋区,東京都板橋区氷川町22-3,35.755649,139.706381
加賀中学校,131199,東京都,板橋区,東京都板橋区加賀2-19-1,35.760627,139.716137
弥生小学校,131199,東京都,板橋区,東京都板橋区弥生町19-1,35.753837,139.694489
板橋第六小学校,131199,東京都,板橋区,東京都板橋区大山町13-1,35.747124,139.700154
板橋第二中学校,131199,東京都,板橋区,東京都板橋区幸町26-1,35.745761,139.697155
板橋第八小学校,131199,東京都,板橋区,東京都板橋区双葉町42-1,35.759812,139.700525
板橋第十小学校,131199,東京都,板橋区,東京都板橋区大谷口上町43-1,35.747887,139.692606
大谷口小学校,131199,東京都,板橋区,東京都板橋区大谷口北町21-1,35.750943,139.690216
上板橋第二小学校,131199,東京都,板橋区,東京都板橋区小茂根1-14-1,35.747666,139.680200
向原小学校,131199,東京都,板橋区,東京都板橋区向原2-34-1,35.741410,139.681976
上板橋第二中学校,131199,東京都,板橋区,東京都板橋区小茂根1-2-1,35.747237,139.680830
上板橋小学校,131199,東京都,板橋区,東京都板橋区東山町47-3,35.755230,139.686311
桜川小学校,131199,東京都,板橋区,東京都板橋区東新町2-29-1,35.755113,139.678245
桜川中学校,131199,東京都,板橋区,東京都板橋区桜川1-2-1,35.756116,139.677168
常盤台小学校,131199,東京都,板橋区,東京都板橋区常盤台1-6-1,35.759558,139.691159
上板橋第四小学校,131199,東京都,板橋区,東京都板橋区上板橋1-3-1,35.761455,139.678864
上板橋第一中学校,131199,東京都,板橋区,東京都板橋区南常盤台1-1-1,35.756862,139.691263
上板橋第三中学校,131199,東京都,板橋区,東京都板橋区常盤台3-30-1,35.763551,139.682247
富士見台小学校,131199,東京都,板橋区,東京都板橋区前野町1-10-1,35.763943,139.695296
北前野小学校,131199,東京都,板橋区,東京都板橋区前野町5-44-3,35.773123,139.685146
前野小学校,131199,東京都,板橋区,東京都板橋区前野町6-40-1,35.768345,139.687519
志村第一小学校,131199,東京都,板橋区,東京都板橋区泉町17-1,35.766339,139.701500
志村第三小学校,131199,東京都,板橋区,東京都板橋区清水町83-1,35.767238,139.704907
